Regiao,Cenario,Nos,EnergiaTotalExt_J,EnergiaMedia_J,PDR_Percent,JainIndex,TempoExec_s,LatenciaMedia_s,PerdasColisaoExt,PerdasSinalFracoExt,PerdasSaturacaoExt,DR0_SF12,DR1_SF11,DR2_SF10,DR3_SF9,DR4_SF8,DR5_SF7,Semente
EU,2,1000,15263.2,15.2632,59.7299,0.653646,130.587,1.0976,37183,0,0,255,301,165,60,65,154,6
EU,2,1000,17559,17.559,52.565,0.628583,136.565,1.14605,46815,0,0,312,265,163,48,67,145,5
EU,2,1000,15737.4,15.7374,57.501,0.637517,170.418,1.09734,39680,0,0,275,298,157,54,63,153,4
EU,2,1000,16212.7,16.2127,58.5316,0.647464,180.911,1.08809,40340,0,0,290,255,165,68,69,153,7
EU,2,1000,16069.8,16.0698,60.5232,0.666721,179.517,1.14369,37925,0,0,293,259,167,66,74,141,8
EU,2,1000,16091.8,16.0918,56.4646,0.635404,163.199,1.16566,40215,0,0,283,279,191,41,73,133,9
EU,2,1000,15561.6,15.5616,58.6944,0.64921,158.877,1.13125,37933,0,0,268,283,184,53,76,136,10
EU,2,1000,15644,15.644,58.4203,0.649619,163.101,1.12551,38309,0,0,275,294,166,64,68,133,11
EU,2,1000,15638.8,15.6388,58.775,0.66117,166.171,1.13725,38162,0,0,285,268,179,60,68,140,12
EU,2,1000,16301.2,16.3012,54.6366,0.623632,139.468,1.15611,41938,0,0,274,302,176,57,56,135,14
EU,2,1000,15527.5,15.5275,59.6058,0.661009,156.866,1.06449,37893,0,0,258,273,183,48,78,160,13
EU,2,1000,15367.3,15.3673,58.353,0.647392,152.097,1.06272,38865,0,0,256,275,185,63,71,150,15
EU,2,1000,15943.8,15.9438,57.5358,0.650034,135.492,1.13168,39859,0,0,284,290,159,57,74,136,16
EU,2,1000,16146.4,16.1464,57.3196,0.658542,135.205,1.0915,40817,0,0,295,268,161,52,81,143,17
EU,2,1000,15844.2,15.8442,58.0871,0.649143,162.383,1.11106,39285,0,0,277,289,161,64,61,148,18
EU,2,1000,15798.5,15.7985,55.4673,0.629346,164.816,1.07971,41354,0,0,271,290,174,60,57,148,19
EU,2,1000,15924.4,15.9244,56.7874,0.633878,162.968,1.09124,40552,0,0,285,287,163,52,61,152,20
EU,2,1000,15865,15.865,58.2013,0.650038,153.423,1.0972,39399,0,0,275,267,179,76,65,138,21
EU,2,1000,16011.4,16.0114,55.109,0.635754,122.291,1.15749,40959,0,0,272,287,190,63,75,113,22
EU,2,1000,15730.8,15.7308,58.0083,0.637681,166.643,1.0997,39206,0,0,272,268,185,59,89,127,23
EU,2,1000,15243.5,15.2435,59.4848,0.655358,155.377,1.07793,37481,0,0,262,273,187,56,62,160,24
EU,2,1000,16325.5,16.3255,56.4027,0.63741,172.349,1.10814,41560,0,0,291,271,169,64,71,134,25
EU,2,1000,16145.7,16.1457,57.5051,0.649698,144.857,1.09739,40484,0,0,276,270,171,68,77,138,26
EU,2,1000,15566.7,15.5667,58.7763,0.646489,151.837,1.08753,38526,0,0,261,303,156,65,74,141,27
EU,2,1000,16024,16.024,57.1947,0.642514,169.47,1.02658,41986,0,0,276,278,144,61,87,154,28
EU,2,1000,17067.6,17.0676,54.0814,0.628422,147.098,1.08216,45216,0,0,312,259,155,58,81,135,29
EU,2,1000,16148.1,16.1481,57.7261,0.65412,167.83,1.13735,40049,0,0,291,272,167,60,85,125,30
EU,2,1000,15492.6,15.4926,56.1642,0.62282,155.17,1.0211,40677,0,0,258,291,170,68,74,139,31
EU,2,1000,16410.6,16.4106,56.1621,0.640368,166.903,1.14739,41454,0,0,297,276,164,64,67,132,32
EU,2,1000,16425,16.425,55.7618,0.637425,154.19,1.14769,41817,0,0,293,273,173,60,64,137,33
EU,2,2000,57606.7,28.8034,19.6439,0.276095,706.764,0.624917,211326,0,0,1140,237,172,65,116,270,1
EU,2,2000,57898.9,28.9494,18.5152,0.257882,836.893,0.644931,212870,0,0,1157,242,193,77,102,229,3
EU,2,2000,58423.4,29.2117,18.7234,0.26299,878.588,0.599706,214914,0,0,1187,216,161,77,114,245,2
EU,2,2000,57591.3,28.7957,19.8299,0.277295,855.049,0.617423,210902,0,0,1125,257,163,78,107,270,4
EU,2,2000,58883.4,29.4417,18.1911,0.261019,802.741,0.631384,216913,0,0,1210,197,164,71,98,260,6
EU,2,2000,58382.9,29.1915,18.8863,0.266782,909.318,0.634011,214068,0,0,1203,190,176,76,103,252,5
EU,2,2000,57716.2,28.8581,19.1662,0.271801,855.139,0.640867,212124,0,0,1186,209,160,78,101,266,7
EU,2,2000,58632.5,29.3163,18.1956,0.257592,835.71,0.641303,215436,0,0,1220,210,156,77,102,235,8
EU,2,2000,58442.3,29.2211,18.2854,0.256112,792.364,0.640387,214813,0,0,1234,214,155,55,91,251,9
EU,1,5000,130003,26.0007,15.6029,0.181613,6940.35,0.5978,605575,0,0,2811,695,553,358,253,330,28
EU,2,2000,58001.4,29.0007,18.4955,0.264034,811.767,0.624147,213087,0,0,1126,246,197,77,117,237,10
EU,2,2000,58289,29.1445,18.4042,0.25926,786.713,0.629408,213878,0,0,1169,219,184,82,101,245,11
EU,2,2000,58144.1,29.0721,18.7009,0.266161,805.353,0.633805,213632,0,0,1184,209,174,75,101,257,12
EU,2,2000,57879.8,28.9399,19.007,0.268979,754.487,0.598777,213590,0,0,1164,223,169,63,109,272,13
EU,1,5000,128530,25.706,16.2604,0.190856,7529.47,0.591907,600825,0,0,2754,734,541,366,259,346,29
EU,1,5000,129137,25.8275,15.9168,0.186345,7446.98,0.585223,603327,0,0,2788,699,570,363,221,359,30
EU,2,2000,59011.5,29.5057,17.865,0.258382,855.419,0.650501,216788,0,0,1208,212,168,71,90,251,14
EU,2,2000,57550.9,28.7754,19.1961,0.271397,849.74,0.603449,212178,0,0,1152,210,188,72,113,265,15
EU,2,2000,58579,29.2895,18.5298,0.261468,833.812,0.623911,214269,0,0,1194,225,161,72,108,240,16
EU,1,5000,129475,25.8951,15.611,0.184245,7598.14,0.597039,605454,0,0,2790,712,566,339,225,368,31
EU,1,5000,129294,25.8588,16.5572,0.193467,7608.47,0.600508,598708,0,0,2788,709,584,358,209,352,32
EU,2,2000,57866.5,28.9333,18.517,0.264885,804.345,0.619838,214477,0,0,1177,233,151,65,106,268,17
EU,2,2000,58344.9,29.1725,18.7321,0.263323,892.946,0.61997,214743,0,0,1226,211,141,76,88,258,18
EU,2,2000,58679.6,29.3398,18.3597,0.263037,862.27,0.650572,215306,0,0,1200,207,173,68,99,253,19
EU,2,2000,57815.2,28.9076,18.8908,0.264293,857.438,0.632373,212227,0,0,1197,223,163,69,90,258,20
EU,1,5000,129347,25.8693,16.7879,0.197248,7852.35,0.604193,597033,0,0,2790,690,567,368,225,360,33
EU,2,2000,58623.4,29.3117,18.2136,0.259785,877.211,0.635696,215386,0,0,1197,214,169,80,110,230,21
EU,2,2000,57291.3,28.6456,19.822,0.281133,858.004,0.625201,209866,0,0,1110,242,198,78,112,260,23
EU,2,2000,58321.7,29.1608,18.9336,0.274213,932.998,0.623533,213729,0,0,1160,220,169,101,114,236,22
EU,2,2000,58440.4,29.2202,18.6538,0.264873,888.487,0.652927,213768,0,0,1186,203,192,72,89,258,24
EU,2,2000,57710.2,28.8551,19.0776,0.280267,845.71,0.635079,212019,0,0,1152,211,188,85,102,262,25
EU,2,2000,57763.4,28.8817,19.2448,0.270979,842.784,0.626406,211888,0,0,1154,228,179,78,109,252,26
EU,2,2000,57997.1,28.9985,19.3637,0.26591,948.281,0.606222,212313,0,0,1169,207,186,86,102,250,27
EU,2,2000,57999,28.9995,19.1391,0.265939,918.603,0.621359,213472,0,0,1218,215,141,63,111,252,28
EU,2,2000,58307.9,29.1539,18.7582,0.272844,819.276,0.62952,214398,0,0,1155,214,180,73,115,263,30
EU,2,2000,58591.9,29.2959,18.4833,0.270761,852.47,0.645771,214477,0,0,1152,231,170,78,130,239,29
EU,2,2000,58032.4,29.0162,18.6924,0.267965,799.571,0.656196,213747,0,0,1193,221,156,75,93,262,31
EU,2,2000,58134.8,29.0674,19.2231,0.267708,829.988,0.633972,211856,0,0,1211,222,141,81,99,246,32
EU,2,2000,58181.5,29.0908,18.1069,0.264303,917.233,0.660442,213814,0,0,1145,227,210,66,106,246,33
EU,2,5000,200046,40.0091,1.39227,0.0195551,7101.37,0.382939,707542,0,0,4875,0,0,0,0,125,2
EU,2,5000,199131,39.8261,1.61194,0.0237955,7374.49,0.398283,705895,0,0,4844,0,0,0,0,156,1
EU,2,5000,199172,39.8344,1.5422,0.0229726,6892.11,0.401704,706417,0,0,4852,0,0,0,0,148,4
EU,2,5000,199231,39.8461,1.54988,0.0206224,7050.33,0.360229,706353,0,0,4871,0,0,0,0,129,7
EU,2,5000,198678,39.7356,1.61049,0.0225722,7157.98,0.374078,705928,0,0,4849,0,0,0,0,151,5
EU,2,5000,198819,39.7638,1.58272,0.021631,7389.62,0.358891,706145,0,0,4866,0,0,0,0,134,3
EU,2,5000,198938,39.7876,1.55512,0.0209555,7082.93,0.367951,706344,0,0,4871,0,0,0,0,129,9
EU,2,5000,199723,39.9446,1.68037,0.0234078,7366.19,0.38311,705521,0,0,4857,0,0,0,0,143,6
EU,2,5000,199390,39.878,1.34143,0.0183496,7290.8,0.390457,707892,0,0,4882,0,0,0,0,118,8
EU,2,5000,199901,39.9802,1.578,0.0207342,6957.63,0.356491,706168,0,0,4881,0,0,0,0,119,11
EU,2,5000,199362,39.8724,1.68321,0.0228669,6961.98,0.338333,705362,0,0,4859,0,0,0,0,141,12
EU,2,5000,199057,39.8115,1.63224,0.0218517,7207.03,0.345021,705831,0,0,4864,0,0,0,0,136,10
EU,2,5000,198585,39.717,1.55697,0.02111,7098.28,0.352388,706250,0,0,4861,0,0,0,0,139,14
EU,2,5000,200586,40.1171,1.194,0.0163063,7270.67,0.379815,708937,0,0,4901,0,0,0,0,99,13
EU,2,5000,197888,39.5776,1.90138,0.026305,7148.51,0.360497,703786,0,0,4837,0,0,0,0,163,15
EU,2,5000,199498,39.8995,1.41031,0.0198462,7107.73,0.397676,707381,0,0,4866,0,0,0,0,134,17
EU,2,5000,199606,39.9212,1.39621,0.0194069,7267.43,0.397235,707494,0,0,4873,0,0,0,0,127,16
EU,2,5000,199965,39.9929,1.27465,0.0175799,7258.28,0.394689,708387,0,0,4887,0,0,0,0,113,18
EU,2,5000,199912,39.9824,1.5237,0.0220057,6734.16,0.375722,706596,0,0,4864,0,0,0,0,136,19
EU,2,5000,199490,39.8981,1.51466,0.0227633,7171.61,0.379624,706588,0,0,4857,0,0,0,0,143,20
EU,2,5000,199266,39.8532,1.64675,0.0226506,6878.88,0.364341,705718,0,0,4860,0,0,0,0,140,23
EU,2,5000,199757,39.9515,1.56765,0.0211173,7374.94,0.351403,706258,0,0,4868,0,0,0,0,132,21
EU,2,5000,199377,39.8753,1.59774,0.0226151,7163.84,0.378967,706113,0,0,4855,0,0,0,0,145,22
EU,2,5000,198393,39.6785,1.69561,0.0236764,7017.5,0.370807,705335,0,0,4852,0,0,0,0,148,24
EU,2,5000,199710,39.9419,1.29035,0.0187845,7058.53,0.412274,708224,0,0,4877,0,0,0,0,123,26
EU,2,5000,198884,39.7768,1.51555,0.0215658,7175.46,0.38355,706622,0,0,4856,0,0,1,0,143,25
EU,2,5000,199423,39.8845,1.51973,0.0215062,7012.82,0.383094,706593,0,0,4864,0,0,0,0,136,27
EU,2,5000,199722,39.9444,1.35395,0.019263,5988.2,0.393898,707816,0,0,4874,0,0,0,0,126,28
EU,2,5000,199619,39.9238,1.50692,0.0203577,5590.02,0.365892,706680,0,0,4876,0,0,0,1,123,29
EU,2,5000,198993,39.7986,1.67934,0.0248406,5227.15,0.379148,705434,0,0,4846,0,0,0,0,154,33
EU,2,5000,199785,39.9571,1.46075,0.0204912,5513.3,0.386687,707026,0,0,4872,0,0,0,0,128,32
EU,2,5000,198712,39.7423,1.82715,0.024287,5589.98,0.363347,704347,0,0,4846,0,0,0,0,154,31
EU,2,5000,199383,39.8766,1.49066,0.0208633,5721.31,0.369721,706840,0,0,4869,0,0,0,0,131,30
