Regiao,Cenario,Nos,EnergiaTotalExt_J,EnergiaMedia_J,PDR_Percent,JainIndex,TempoExec_s,LatenciaMedia_s,PerdasColisaoExt,PerdasSinalFracoExt,PerdasSaturacaoExt,DR0_SF12,DR1_SF11,DR2_SF10,DR3_SF9,DR4_SF8,DR5_SF7,Semente
BR,1,500,6662.28,13.3246,98.535,0.994718,19.1033,1.76561,981,0,0,272,76,60,31,26,35,3
BR,1,500,7028.23,14.0565,98.6486,0.994673,17.376,1.88996,896,0,0,298,75,48,42,14,23,9
BR,1,500,6829.21,13.6584,98.6842,0.994217,18.9044,1.83054,874,0,0,290,71,40,36,23,40,6
BR,1,500,6677.15,13.3543,99.1346,0.997483,13.8632,1.7865,576,0,0,272,83,57,31,17,40,14
BR,1,500,6480.26,12.9605,98.3381,0.993021,13.1097,1.71903,1109,0,0,265,68,64,41,24,38,15
BR,1,500,6822.54,13.6451,97.8247,0.989437,14.0946,1.81276,1450,0,0,284,69,58,33,24,32,16
BR,1,500,6800.77,13.6015,98.945,0.995332,17.9276,1.81556,704,0,0,283,72,57,34,20,34,11
BR,1,500,6756.78,13.5136,97.4614,0.988308,19.1617,1.80091,1685,0,0,275,86,56,36,14,33,10
BR,1,500,6898.08,13.7962,98.3492,0.99213,19.4086,1.82406,1109,0,0,290,59,67,39,21,24,12
BR,1,500,6491.8,12.9836,98.8539,0.996112,19.3387,1.72029,768,0,0,262,73,54,45,28,38,13
BR,1,500,7022.26,14.0445,98.5261,0.993075,17.4559,1.87999,981,0,0,300,64,54,31,22,29,17
BR,1,500,6768.5,13.537,98.2017,0.991757,18.8045,1.80782,1194,0,0,284,69,59,35,22,31,18
BR,1,500,6761.27,13.5225,99.2621,0.997295,13.3284,1.81288,490,0,0,279,80,54,29,28,30,21
BR,1,500,6799.58,13.5992,98.2332,0.992146,14.0099,1.8212,1173,0,0,286,69,52,44,21,28,23
BR,1,500,6623.43,13.2469,98.2069,0.992019,14.7172,1.76538,1194,0,0,273,72,59,31,23,42,24
BR,1,500,6611.64,13.2233,98.8232,0.995788,19.5657,1.75166,789,0,0,273,65,67,34,23,38,19
BR,1,500,6717.34,13.4347,99.3588,0.99771,19.5494,1.80013,426,0,0,284,65,54,31,32,34,20
BR,1,500,6849.12,13.6982,98.2462,0.992338,19.2621,1.81759,1173,0,0,278,83,63,35,19,22,22
BR,1,500,6688.67,13.3773,98.3601,0.992277,18.6532,1.79482,1088,0,0,276,77,52,42,21,32,25
BR,1,500,6698.88,13.3978,97.6715,0.987954,18.3492,1.77348,1557,0,0,280,63,68,36,23,30,26
BR,1,500,6737.46,13.4749,98.7512,0.995515,19.5937,1.79915,832,0,0,277,76,61,34,25,27,27
BR,1,500,6731.65,13.4633,98.2969,0.992594,15.2067,1.80169,1130,0,0,286,63,59,30,28,34,29
BR,1,500,6483.5,12.967,98.6859,0.993672,14.2843,1.72824,874,0,0,265,67,67,35,27,39,31
BR,1,500,6932.84,13.8657,98.1982,0.991627,14.3593,1.85863,1194,0,0,293,72,56,32,20,27,32
BR,1,500,6527.01,13.054,98.3954,0.994436,19.5752,1.73997,1066,0,0,276,59,57,42,24,42,28
BR,1,500,6679.53,13.3591,98.4249,0.994156,18.2768,1.78788,1045,0,0,279,67,64,36,23,31,30
BR,1,500,6716.21,13.4324,99.0385,0.996163,20.7138,1.79875,640,0,0,277,72,67,29,27,28,33
BR,1,1000,13621.1,13.6211,97.1497,0.989118,34.4781,1.80567,3797,0,0,574,136,112,61,50,67,2
BR,1,1000,13603.6,13.6036,95.9923,0.980652,35.9543,1.79702,5333,0,0,564,153,111,69,35,68,3
BR,1,1000,13205.4,13.2054,97.0645,0.987718,34.7815,1.7498,3904,0,0,549,137,108,77,45,84,7
BR,1,1000,13463.7,13.4637,96.3765,0.98463,47.2005,1.78068,4821,0,0,563,142,105,69,54,67,1
BR,1,1000,13370.4,13.3704,96.7379,0.984841,37.9668,1.77603,4330,0,0,561,139,108,62,55,75,6
BR,1,1000,13756.6,13.7566,97.3937,0.989475,42.1601,1.82527,3477,0,0,584,130,100,74,40,72,5
BR,1,1000,13541,13.541,97.3891,0.990218,48.1557,1.79687,3477,0,0,575,127,101,72,46,79,4
BR,1,1000,13320.9,13.3209,96.801,0.986435,46.7662,1.75844,4266,0,0,554,134,122,82,46,62,8
BR,1,1000,13631.8,13.6318,97.0744,0.988647,43.1123,1.81414,3882,0,0,568,152,99,77,45,59,9
BR,1,1000,13418.4,13.4184,96.7696,0.984372,37.6548,1.77374,4309,0,0,553,152,109,71,42,73,10
BR,1,1000,13611.4,13.6114,96.5362,0.984409,41.9362,1.80317,4608,0,0,570,145,115,62,35,73,11
BR,1,1000,12974,12.974,96.5367,0.984314,37.3624,1.7181,4586,0,0,535,148,101,86,57,73,13
BR,1,1000,13059.4,13.0594,97.5774,0.989683,35.9103,1.73299,3221,0,0,535,148,122,75,49,71,15
BR,1,1000,13409,13.409,97.6149,0.990224,42.3024,1.77997,3178,0,0,552,152,111,66,51,68,12
BR,1,1000,13828.2,13.8282,97.2502,0.988736,45.4379,1.83628,3669,0,0,580,147,107,57,37,72,14
BR,1,1000,13369.6,13.3696,95.7079,0.977436,41.771,1.75705,5717,0,0,557,132,123,69,38,81,18
BR,1,1000,13592.3,13.5923,96.8355,0.987767,44.3198,1.79724,4224,0,0,571,130,119,61,48,71,17
BR,1,1000,13721.6,13.7216,96.1091,0.981857,48.2726,1.80685,5205,0,0,576,137,104,71,44,68,16
BR,1,1000,13497.4,13.4974,96.3004,0.983729,42.7017,1.77472,4949,0,0,560,141,114,63,44,78,19
BR,1,1000,13565.1,13.5651,96.7799,0.984364,39.4443,1.80009,4288,0,0,571,139,102,61,56,71,20
BR,1,1000,13642.1,13.6421,96.995,0.985891,38.1846,1.81551,3989,0,0,559,163,124,67,32,55,22
BR,1,1000,13327.5,13.3275,97.0796,0.988957,46.6896,1.76993,3882,0,0,546,153,119,59,57,66,21
BR,1,1000,13289.2,13.2892,97.7052,0.991092,48.8657,1.75613,3072,0,0,530,171,116,80,44,59,23
BR,1,1000,13182.4,13.1824,96.2346,0.982312,46.1547,1.73806,5013,0,0,538,154,111,65,47,85,24
BR,1,1000,13416.7,13.4167,96.6683,0.984697,38.5753,1.77475,4437,0,0,554,150,111,81,42,62,25
BR,1,1000,13317.9,13.3179,97.1026,0.985765,44.2139,1.7614,3861,0,0,546,146,127,68,49,64,26
BR,1,1000,13494.8,13.4948,96.4423,0.985432,43.8476,1.78298,4736,0,0,568,135,115,71,43,68,27
BR,1,1000,13203.5,13.2035,96.8,0.986037,36.8787,1.74447,4266,0,0,555,123,114,81,55,72,28
BR,1,1000,13564.1,13.5641,96.7397,0.983077,39.3198,1.79087,4352,0,0,568,133,118,65,54,62,29
BR,1,1000,13604.7,13.6047,97.0841,0.986601,47.0026,1.79695,3904,0,0,563,139,127,68,38,65,30
BR,1,1000,13287.9,13.2879,96.4696,0.98482,46.8742,1.75124,4714,0,0,552,128,127,73,50,70,31
BR,1,1000,13651.7,13.6517,97.1268,0.986921,44.381,1.81552,3818,0,0,571,140,119,70,44,56,32
BR,1,1000,13661.8,13.6618,96.7237,0.985328,41.8053,1.80663,4373,0,0,569,140,124,54,50,63,33
BR,1,2000,26955.4,13.4777,94.2992,0.974669,96.3583,1.76167,15210,0,0,1118,294,221,138,75,154,3
BR,1,2000,26817.9,13.409,94.3564,0.974707,112.825,1.7517,15040,0,0,1124,269,208,138,101,160,1
BR,1,2000,26900,13.45,93.9069,0.972966,105.023,1.75268,16256,0,0,1122,280,212,145,88,153,4
BR,1,2000,26916.5,13.4583,94.0884,0.972579,129.681,1.7598,15744,0,0,1125,280,220,141,100,134,2
BR,1,2000,26977.9,13.4889,94.1346,0.972503,101.942,1.7631,15637,0,0,1129,269,232,147,90,133,8
BR,1,2000,26749.4,13.3747,94.2579,0.973406,117.382,1.74254,15360,0,0,1112,277,206,163,84,158,7
BR,1,2000,27168.1,13.5841,94.0442,0.973197,137.321,1.77954,15872,0,0,1138,277,222,134,85,144,5
BR,1,2000,27505.7,13.7529,93.7336,0.970985,119.049,1.78872,16768,0,0,1148,288,197,146,90,131,9
BR,1,2000,26422,13.211,94.0744,0.973454,129.314,1.72677,15808,0,0,1084,297,221,148,102,148,6
BR,1,2000,27083.4,13.5417,93.9268,0.969876,122.156,1.76962,16170,0,0,1127,302,211,139,85,136,10
BR,1,2000,26751.7,13.3758,94.0258,0.971853,125.62,1.7473,15914,0,0,1110,290,217,135,109,139,12
BR,1,2000,26906.5,13.4532,94.8835,0.978229,132.999,1.76088,13674,0,0,1105,310,220,148,70,147,11
BR,1,2000,26937.9,13.469,94.1695,0.97378,92.7354,1.76335,15509,0,0,1126,274,226,130,93,151,17
BR,1,2000,26992.4,13.4962,94.8956,0.977196,124.361,1.77121,13610,0,0,1117,295,220,143,84,141,14
BR,1,2000,26519.7,13.2599,93.6709,0.970277,112.896,1.72908,16853,0,0,1082,305,232,146,93,142,15
BR,1,2000,26657.3,13.3287,94.5369,0.974575,131.12,1.74249,14570,0,0,1100,297,201,158,111,133,13
BR,1,2000,26907.3,13.4537,93.6007,0.968647,116.392,1.75192,17088,0,0,1119,284,214,153,95,135,16
