Regiao,Cenario,Nos,EnergiaTotalExt_J,EnergiaMedia_J,PDR_Percent,JainIndex,TempoExec_s,LatenciaMedia_s,Enviados,Recebidos,PerdasColisaoExt,PerdasSinalFracoExt,PerdasSaturacaoExt,DR0_SF12,DR1_SF11,DR2_SF10,DR3_SF9,DR4_SF8,DR5_SF7,Semente
BR,2,500,6751.27,13.5025,94.9977,0.988809,19.8194,2.58674,46485,44160,2325,0,0,483,0,0,0,0,17,13
BR,2,500,6753.34,13.5067,94.9454,0.987675,19.9344,2.56658,46848,44480,2368,0,0,475,0,0,0,0,25,14
BR,2,500,6924.97,13.8499,92.3453,0.977788,19.7755,2.57353,47936,44266,3669,0,0,478,0,0,0,0,22,15
BR,2,500,6860.44,13.7209,92.9959,0.980675,19.8389,2.58892,47210,43904,3306,0,0,482,0,0,0,0,18,16
BR,2,500,6821.64,13.6433,93.2482,0.981433,19.518,2.5997,46762,43605,3157,0,0,483,0,0,0,0,17,17
BR,2,500,6848.64,13.6973,92.9152,0.979136,19.4028,2.5804,47274,43925,3349,0,0,480,0,0,0,0,20,18
BR,2,500,6856.26,13.7125,93.5673,0.984827,19.3722,2.57488,47424,44373,3050,0,0,477,0,0,0,0,23,19
BR,2,500,6855.43,13.7109,93.7444,0.981413,19.7041,2.57617,47402,44437,2965,0,0,477,0,0,0,0,23,20
BR,2,500,6779.35,13.5587,94.5811,0.986902,13.827,2.57722,46848,44309,2538,0,0,479,0,0,0,0,21,21
BR,2,500,6827.02,13.654,93.9201,0.985543,19.7648,2.58795,47018,44160,2858,0,0,485,0,0,0,0,15,22
BR,2,500,6866.38,13.7328,92.8797,0.981747,19.5652,2.58411,47338,43968,3370,0,0,482,0,0,0,0,18,23
BR,2,500,6873.2,13.7464,92.7904,0.977582,19.3151,2.55453,47936,44480,3456,0,0,467,0,0,0,0,33,24
BR,2,500,6960.26,13.9205,91.4108,0.974171,18.5155,2.58761,47936,43818,4117,0,0,480,0,0,0,0,20,25
BR,2,500,6846.48,13.693,93.0599,0.978942,19.7881,2.57568,47338,44053,3285,0,0,479,0,0,0,0,21,26
BR,2,500,6815.67,13.6313,94.147,0.985883,17.6904,2.58201,47018,44266,2752,0,0,480,0,0,0,0,20,27
BR,2,500,6941.68,13.8834,91.9326,0.978869,19.9745,2.56866,48128,44245,3882,0,0,475,0,0,0,0,25,28
BR,2,500,6852.45,13.7049,92.9343,0.980446,21.6437,2.57447,47402,44053,3349,0,0,477,0,0,0,0,23,29
BR,2,500,6826.51,13.653,93.4545,0.983179,21.3596,2.59133,46933,43861,3072,0,0,482,0,0,0,0,18,30
BR,2,500,6876.76,13.7535,92.9243,0.979471,20.3401,2.57112,47637,44266,3370,0,0,473,0,0,0,0,27,31
BR,2,500,6902.61,13.8052,91.5285,0.973178,21.6794,2.5849,47594,43562,4032,0,0,483,0,0,0,0,17,32
BR,2,500,6842.66,13.6853,93.6228,0.98286,21.0368,2.58432,47168,44160,3008,0,0,480,0,0,0,0,20,33
BR,2,1000,14616,14.616,87.5422,0.961731,46.0169,2.58014,101034,88448,12586,0,0,953,0,0,0,0,47,1
BR,2,1000,14553.8,14.5538,88.1129,0.967521,47.2558,2.58383,100501,88554,11946,0,0,959,0,0,0,0,41,2
BR,2,1000,14753.9,14.7539,86.1367,0.955869,46.433,2.58944,101717,87616,14101,0,0,957,0,0,0,0,43,3
BR,2,1000,14521.8,14.5218,88.5357,0.967645,46.5243,2.57331,100672,89130,11541,0,0,950,0,0,0,0,50,4
BR,2,1000,14649.3,14.6493,87.8095,0.965156,45.3258,2.56801,101674,89280,12394,0,0,948,0,0,0,0,52,5
BR,2,1000,14668.2,14.6682,87.5687,0.963433,45.8501,2.59465,100906,88362,12544,0,0,962,0,0,0,0,38,6
BR,2,1000,14575.5,14.5755,88.2974,0.96805,45.9,2.57454,100992,89173,11818,0,0,947,0,0,0,0,53,7
BR,2,1000,14749.6,14.7496,87.4738,0.965426,43.8753,2.58351,101845,89088,12757,0,0,961,0,0,0,0,39,8
BR,2,1000,14631.6,14.6316,87.8121,0.965091,45.2942,2.58988,100821,88533,12288,0,0,962,0,0,0,0,38,9
BR,2,1000,14642.4,14.6424,86.7917,0.959647,46.3333,2.5792,101269,87893,13376,0,0,955,0,0,0,0,45,10
BR,2,1000,14656,14.656,86.7566,0.957567,46.5028,2.58523,101162,87765,13397,0,0,959,0,0,0,0,41,11
BR,2,1000,14475.7,14.4757,88.8818,0.9685,46.4265,2.58339,99968,88853,11114,0,0,962,0,0,0,0,38,12
BR,2,1000,14678.8,14.6788,86.9949,0.961226,40.6332,2.58242,101376,88192,13184,0,0,958,0,0,0,0,42,13
BR,2,1000,14511.3,14.5113,88.1891,0.964871,44.9687,2.57063,100608,88725,11882,0,0,950,0,0,0,0,50,14
BR,2,1000,14692,14.692,87.132,0.962018,43.1196,2.58314,101461,88405,13056,0,0,960,0,0,0,0,40,15
BR,2,1000,14587.2,14.5872,87.6378,0.961584,41.6327,2.58666,100608,88170,12437,0,0,962,0,0,0,0,38,16
BR,2,1000,14619.3,14.6193,87.9376,0.964696,40.4812,2.57742,101162,88960,12202,0,0,954,0,0,0,0,46,17
BR,2,1000,14642.8,14.6428,86.9464,0.959438,44.7795,2.5829,101162,87957,13205,0,0,953,0,0,0,0,47,18
BR,2,1000,14707.4,14.7074,86.6667,0.962315,48.604,2.57816,101760,88192,13568,0,0,954,0,0,0,0,46,19
BR,2,1000,14660.5,14.6605,87.2,0.960999,36.9339,2.58009,101333,88362,12970,0,0,953,0,0,0,0,47,20
BR,2,1000,14602.6,14.6026,86.7557,0.961601,45.6595,2.58869,100672,87338,13333,0,0,958,0,0,0,0,42,21
BR,2,1000,14699.7,14.6997,86.6399,0.959313,50.1856,2.59554,101077,87573,13504,0,0,968,0,0,0,0,32,22
BR,2,1000,14520.5,14.5205,87.8975,0.965298,38.8459,2.5926,99946,87850,12096,0,0,967,0,0,0,0,33,23
BR,2,1000,14643.7,14.6437,87.165,0.959287,49.3977,2.56103,101888,88810,13077,0,0,938,0,0,0,0,62,24
BR,2,1000,14624.7,14.6247,87.1077,0.960591,46.2989,2.59373,100608,87637,12970,0,0,969,0,0,0,0,31,25
BR,2,1000,14498.2,14.4982,88.2554,0.962989,49.1424,2.5891,99904,88170,11733,0,0,960,0,0,0,0,40,26
BR,2,1000,14519.1,14.5191,88.3429,0.968415,40.6036,2.58204,100288,88597,11690,0,0,959,0,0,0,0,41,27
BR,2,1000,14536.4,14.5364,87.8634,0.962541,39.4594,2.57826,100544,88341,12202,0,0,954,0,0,0,0,46,28
BR,2,1000,14535.1,14.5351,87.3991,0.960579,49.6827,2.58278,100394,87744,12650,0,0,959,0,0,0,0,41,29
BR,2,1000,14648.1,14.6481,86.6005,0.957078,49.6372,2.58573,101098,87552,13546,0,0,960,0,0,0,0,40,30
BR,2,1000,14621.9,14.6219,87.4921,0.964006,36.6543,2.57359,101312,88640,12672,0,0,951,0,0,0,0,49,31
BR,2,1000,14586.7,14.5867,87.8981,0.964056,47.1008,2.59159,100480,88320,12160,0,0,966,0,0,0,0,34,32
BR,2,1000,14636.3,14.6363,86.9666,0.961326,39.8825,2.58526,100992,87829,13162,0,0,959,0,0,0,0,41,33
BR,2,2000,31607.2,15.8036,78.8658,0.925852,133.857,2.57701,218944,172672,46272,0,0,1897,0,0,0,0,103,1
BR,2,2000,31517.4,15.7587,79.4395,0.928712,120.721,2.59806,216960,172352,44608,0,0,1931,0,0,0,0,69,2
BR,2,2000,31445.7,15.7229,79.9843,0.93186,125.937,2.58629,217216,173738,43477,0,0,1914,0,0,0,0,86,3
BR,2,2000,31534.4,15.7672,79.3181,0.93065,96.0902,2.57903,218368,173205,45162,0,0,1907,0,0,0,0,93,4
BR,2,2000,31687.1,15.8435,78.7899,0.926156,97.9994,2.58535,218965,172522,46442,0,0,1910,0,0,0,0,90,5
BR,2,2000,31757.2,15.8786,77.9984,0.921173,129.745,2.58931,219136,170922,48213,0,0,1920,0,0,0,0,80,6
BR,2,2000,31767.4,15.8837,78.6892,0.925375,101.6,2.57778,220032,173141,46890,0,0,1904,0,0,0,0,96,7
BR,2,2000,31783,15.8915,79.0998,0.9287,133.865,2.58903,219456,173589,45866,0,0,1922,0,0,0,0,78,8
BR,2,2000,31727.9,15.864,77.8732,0.920748,118.036,2.59481,218666,170282,48384,0,0,1926,0,0,0,0,74,9
BR,2,2000,31711.8,15.8559,78.0419,0.91785,134.525,2.58616,218986,170901,48085,0,0,1918,0,0,0,0,82,10
BR,2,2000,31723.6,15.8618,79.165,0.928403,126.298,2.58439,219221,173546,45674,0,0,1910,0,0,0,0,90,11
BR,2,2000,31740.3,15.8702,78.8315,0.926312,130.248,2.58882,219093,172714,46378,0,0,1920,0,0,0,0,80,12
BR,2,2000,31556.6,15.7783,78.596,0.925252,93.8202,2.5968,217280,170773,46506,0,0,1930,0,0,0,0,70,13
BR,2,2000,31454.3,15.7271,78.9215,0.926651,127.914,2.58661,217194,171413,45781,0,0,1915,0,0,0,0,85,14
BR,2,2000,31745.3,15.8726,77.7572,0.921112,108.413,2.58607,219349,170560,48789,0,0,1918,0,0,0,0,82,15
BR,2,2000,31751,15.8755,77.1512,0.914779,109.926,2.58383,219413,169280,50133,0,0,1917,0,0,0,0,83,16
BR,2,2000,31625,15.8125,78.8899,0.927468,130.518,2.58317,218688,172522,46165,0,0,1906,0,0,0,0,94,17
BR,2,2000,31766.8,15.8834,78.7321,0.927971,131.439,2.59249,219072,172480,46592,0,0,1924,0,0,0,0,76,18
BR,2,2000,31625.9,15.8129,78.7973,0.925157,120.635,2.58557,218538,172202,46336,0,0,1910,0,0,0,0,90,19
BR,2,2000,31713.3,15.8566,78.2981,0.923726,127.186,2.5854,219114,171562,47552,0,0,1910,0,0,0,0,90,20
BR,2,2000,31697.2,15.8486,78.3033,0.921704,113.033,2.5894,218773,171306,47466,0,0,1917,0,0,0,0,83,21
BR,2,2000,31802.2,15.9011,77.7368,0.920077,95.1653,2.58459,219818,170880,48938,0,0,1914,0,0,0,0,86,22
BR,2,2000,31899.4,15.9497,77.8586,0.918843,126.442,2.59159,219968,171264,48704,0,0,1918,0,0,0,0,82,23
BR,2,2000,31718.9,15.8594,78.4493,0.921899,99.1815,2.57905,219562,172245,47317,0,0,1902,0,0,0,0,98,24
BR,2,2000,31702.7,15.8514,79.1402,0.927395,124.886,2.59597,218346,172800,45546,0,0,1928,0,0,0,0,72,25
BR,2,2000,31738.7,15.8694,78.059,0.922084,124.596,2.58746,219157,171072,48085,0,0,1913,0,0,0,0,87,26
BR,2,2000,31334.7,15.6673,80.0985,0.932582,131.375,2.58438,216640,173525,43114,0,0,1911,0,0,0,0,89,27
BR,2,2000,31700.3,15.8502,78.2604,0.921739,115.898,2.58536,219029,171413,47616,0,0,1910,0,0,0,0,90,28
BR,2,2000,31600.1,15.8,79.1769,0.929208,113.659,2.59526,217706,172373,45333,0,0,1930,0,0,0,0,70,29
BR,2,2000,31618,15.809,79.4581,0.932405,118.507,2.5905,218090,173290,44800,0,0,1922,0,0,0,0,78,30
BR,2,2000,31757.6,15.8788,78.3272,0.924981,129.907,2.58365,219605,172010,47594,0,0,1905,0,0,0,0,95,31
BR,2,2000,31725,15.8625,78.7932,0.922317,106.84,2.5854,219200,172714,46485,0,0,1913,0,0,0,0,87,32
BR,2,2000,31773.2,15.8866,78.4678,0.923995,130.662,2.59175,219157,171968,47189,0,0,1914,0,0,0,0,86,33
BR,2,5000,87874.6,17.5749,60.4564,0.817887,695.133,2.58319,607680,367381,240298,0,0,4778,0,0,0,0,222,1
BR,2,5000,87904.1,17.5808,60.342,0.820099,518.658,2.59486,606357,365888,240469,0,0,4821,0,0,0,0,179,2
BR,2,5000,87865.1,17.573,60.4115,0.815572,645.416,2.59009,606613,366464,240149,0,0,4808,0,0,0,0,192,3
BR,2,5000,87978.2,17.5956,60.4157,0.819853,682.778,2.58929,607594,367082,240512,0,0,4807,0,0,0,0,193,4
BR,2,5000,87928.4,17.5857,60.5179,0.815367,554.078,2.58889,607168,367445,239722,0,0,4811,0,0,0,0,189,5
BR,2,5000,88231.2,17.6462,60.1352,0.814127,668.92,2.59226,608938,366186,242752,0,0,4825,0,0,0,0,175,6
BR,2,5000,88151.1,17.6302,60.7496,0.818546,704.38,2.59045,608469,369642,238826,0,0,4815,0,0,0,0,185,7
BR,2,5000,88075.1,17.615,60.1994,0.813826,538.991,2.59017,607722,365845,241877,0,0,4825,0,0,0,0,175,8
BR,2,5000,88125.9,17.6252,60.1009,0.816337,726.319,2.58856,608682,365824,242858,0,0,4809,0,0,0,0,191,9
BR,2,5000,87984,17.5968,60.439,0.815905,663.526,2.5893,607466,367146,240320,0,0,4814,0,0,0,0,186,10
BR,2,5000,88299.5,17.6599,59.5207,0.811341,511.968,2.58895,609813,362965,246848,0,0,4806,0,0,0,0,194,11
BR,2,5000,88095.4,17.6191,60.0463,0.81592,669.005,2.58865,608490,365376,243114,0,0,4805,0,0,0,0,195,12
BR,2,5000,88204.9,17.641,60.4082,0.817296,624.966,2.60183,607210,366805,240405,0,0,4855,0,0,0,0,145,13
BR,2,5000,88266.9,17.6534,60.0343,0.814894,601.741,2.58698,609856,366122,243733,0,0,4817,0,0,0,0,183,14
BR,2,5000,87849.7,17.5699,60.3247,0.81602,694.107,2.58597,607061,366208,240853,0,0,4803,0,0,0,0,197,15
BR,2,5000,88007.5,17.6015,60.5935,0.816095,650.302,2.59086,607466,368085,239381,0,0,4830,0,0,0,0,170,16
BR,2,5000,87976.3,17.5953,61.0358,0.822859,672.328,2.58842,607573,370837,236736,0,0,4804,0,0,0,0,196,17
BR,2,5000,87946.8,17.5894,59.9437,0.810912,632.358,2.59286,606613,363626,242986,0,0,4832,0,0,0,0,168,18
BR,2,5000,87846.8,17.5694,61.1514,0.823591,558.483,2.59274,606250,370730,235520,0,0,4814,0,0,0,0,186,19
BR,2,5000,87966.2,17.5932,60.6833,0.819664,659.882,2.58875,607552,368682,238869,0,0,4808,0,0,0,0,192,20
BR,2,5000,88025.7,17.6051,60.694,0.816989,632.558,2.59238,607445,368682,238762,0,0,4813,0,0,0,0,187,21
BR,2,5000,88164.6,17.6329,61.1183,0.822171,548.918,2.58744,609301,372394,236906,0,0,4792,0,0,0,0,208,22
BR,2,5000,88153.9,17.6308,60.2411,0.815857,699.955,2.58939,608789,366741,242048,0,0,4802,0,0,0,0,198,23
BR,2,5000,87941.8,17.5884,60.7186,0.816855,585.91,2.58731,607445,368832,238613,0,0,4804,0,0,0,0,196,24
BR,2,5000,88174.4,17.6349,59.8864,0.812733,610.488,2.59265,608405,364352,244053,0,0,4815,0,0,0,0,185,25
BR,2,5000,88058.9,17.6118,61.0422,0.823496,675.816,2.59893,606741,370368,236373,0,0,4833,0,0,0,0,167,26
BR,2,5000,88137.5,17.6275,60.5387,0.818544,625.435,2.59176,608298,368256,240042,0,0,4818,0,0,0,0,182,27
BR,2,5000,88074.6,17.6149,60.1045,0.814013,568.092,2.58941,608256,365589,242666,0,0,4814,0,0,0,0,186,28
BR,2,5000,87888.2,17.5776,60.4409,0.813586,521.623,2.59013,606741,366720,240021,0,0,4814,0,0,0,0,186,29
BR,2,5000,87951.1,17.5902,60.7625,0.820506,520.99,2.58994,607146,368917,238229,0,0,4806,0,0,0,0,194,30
BR,2,5000,88290.7,17.6581,60.2397,0.815929,519.592,2.58396,610432,367722,242709,0,0,4792,0,0,0,0,208,31
BR,2,5000,88162.7,17.6325,60.6599,0.816298,481.139,2.58724,609088,369472,239616,0,0,4815,0,0,0,0,185,32
BR,2,5000,87983.7,17.5967,59.6904,0.811218,444.537,2.58716,607722,362752,244970,0,0,4793,0,0,0,0,207,33
