Regiao,Cenario,Nos,EnergiaTotalExt_J,EnergiaMedia_J,PDR_Percent,JainIndex,TempoExec_s,LatenciaMedia_s,PerdasColisaoExt,PerdasSinalFracoExt,DR0_SF12,DR1_SF11,DR2_SF10,DR3_SF9,DR4_SF8,DR5_SF7,Semente
BR,1,2000,50239.2,25.1196,6.45886,0.0645161,3.21484,0.114899,0,0,1161.29,301.075,150.538,107.527,64.5161,215.054,29
BR,1,2000,50093,25.0465,3.22967,0.0322581,3.60172,0.114898,0,0,1182.8,215.054,215.054,150.538,86.0215,150.538,28
BR,1,2000,45618.8,22.8094,4.31428,0.0430108,2.96818,0.114898,0,0,1010.75,258.065,279.57,129.032,150.538,172.043,30
BR,1,2000,45962.8,22.9814,1.07849,0.0107527,3.46071,0.114897,0,0,924.731,430.108,301.075,107.527,150.538,86.0215,33
BR,1,2000,49580.2,24.7901,5.3811,0.0537634,3.51376,0.114898,0,0,1182.8,172.043,236.559,172.043,129.032,107.527,31
BR,1,2000,53503.9,26.752,3.22943,0.0322581,3.83403,0.114898,0,0,1247.31,301.075,172.043,129.032,86.0215,64.5161,32
BR,1,5000,128057,25.6113,4.27027,0.042735,10.6552,0.114898,0,0,2905.98,833.333,491.453,256.41,170.94,341.88,2
BR,1,5000,122658,24.5316,4.70816,0.0470085,10.4148,0.114899,0,0,2841.88,598.291,598.291,256.41,277.778,427.35,4
BR,1,5000,123585,24.717,4.12162,0.0422227,10.211,0.114898,0,0,2841.88,705.128,448.718,341.88,213.675,448.718,6
BR,1,5000,118055,23.611,3.84982,0.0384615,13.2654,0.114898,0,0,2628.21,598.291,897.436,320.513,256.41,299.145,3
BR,1,5000,123856,24.7711,4.27338,0.042735,14.8992,0.114898,0,0,2863.25,662.393,470.085,320.513,320.513,363.248,1
BR,1,5000,129211,25.8423,4.7008,0.0470085,14.6785,0.114898,0,0,2970.09,769.231,491.453,277.778,213.675,277.778,5
BR,1,5000,119024,23.8049,3.8473,0.0384615,14.3955,0.114898,0,0,2585.47,811.966,683.761,427.35,128.205,363.248,7
BR,1,5000,132178,26.4357,2.13539,0.0213675,14.2782,0.114898,0,0,3162.39,534.188,512.821,470.085,149.573,170.94,9
BR,1,5000,121968,24.3937,4.7022,0.0470085,14.9038,0.114898,0,0,2713.68,790.598,576.923,384.615,192.308,341.88,8
BR,1,5000,118754,23.7509,5.98451,0.0598291,11.8684,0.114899,0,0,2606.84,790.598,641.026,363.248,192.308,405.983,10
BR,1,5000,121300,24.26,4.27597,0.042735,12.0991,0.114898,0,0,2777.78,534.188,790.598,448.718,149.573,299.145,12
BR,1,5000,126567,25.3133,2.56677,0.025641,13.6597,0.114898,0,0,2905.98,726.496,470.085,427.35,192.308,277.778,11
BR,1,5000,115961,23.1923,3.41705,0.034188,13.1564,0.114899,0,0,2564.1,683.761,641.026,491.453,299.145,320.513,13
BR,1,5000,120584,24.1169,6.8372,0.0683761,13.6988,0.114899,0,0,2670.94,790.598,641.026,256.41,192.308,448.718,14
BR,1,5000,119569,23.9138,4.27142,0.042735,12.8793,0.114899,0,0,2670.94,705.128,619.658,405.983,213.675,384.615,15
BR,1,5000,122648,24.5296,4.27376,0.042735,12.4107,0.114898,0,0,2820.51,576.923,705.128,384.615,192.308,320.513,18
BR,1,5000,130491,26.0982,2.14167,0.0213675,13.7163,0.114899,0,0,3055.56,641.026,555.556,299.145,235.043,213.675,17
BR,1,5000,130036,26.0072,3.42046,0.034188,14.7609,0.114898,0,0,3141.03,470.085,534.188,320.513,256.41,277.778,16
BR,1,5000,123127,24.6255,4.27503,0.042735,12.4798,0.114899,0,0,2692.31,940.171,491.453,299.145,256.41,320.513,21
BR,1,5000,115969,23.1938,5.12943,0.0512821,15.5422,0.114899,0,0,2542.74,726.496,726.496,299.145,256.41,448.718,19
BR,1,5000,117733,23.5465,4.28452,0.042735,11.8647,0.114898,0,0,2500,897.436,662.393,405.983,235.043,299.145,22
BR,1,5000,124960,24.9919,5.12523,0.0512821,15.5581,0.114898,0,0,2884.62,705.128,470.085,256.41,277.778,405.983,20
BR,1,5000,124403,24.8806,6.83977,0.0683761,10.9233,0.114899,0,0,2820.51,833.333,341.88,363.248,149.573,491.453,23
BR,1,5000,119945,23.989,5.13324,0.0512821,10.702,0.114898,0,0,2628.21,811.966,619.658,363.248,235.043,341.88,27
BR,1,5000,122932,24.5865,5.98851,0.0598291,15.3552,0.114899,0,0,2799.15,705.128,534.188,384.615,192.308,384.615,24
BR,1,5000,123628,24.7256,3.42158,0.034188,14.1114,0.114898,0,0,2799.15,747.863,491.453,384.615,256.41,320.513,25
BR,1,5000,126894,25.3789,2.56998,0.025641,13.3319,0.114898,0,0,2927.35,598.291,747.863,341.88,170.94,213.675,26
BR,2,100,3564.04,35.6404,0,0,0.097152,0,0,0,100,0,0,0,0,0,1
BR,2,100,3570.17,35.7017,0,0,0.121534,0,0,0,100,0,0,0,0,0,2
BR,2,100,3557.9,35.579,0,0,0.113109,0,0,0,100,0,0,0,0,0,3
BR,2,100,3564.04,35.6404,0,0,0.121866,0,0,0,100,0,0,0,0,0,5
BR,2,100,3557.9,35.579,0,0,0.122679,0,0,0,100,0,0,0,0,0,4
BR,2,100,3551.77,35.5177,0,0,0.0911152,0,0,0,100,0,0,0,0,0,6
BR,2,100,3551.77,35.5177,0,0,0.0768145,0,0,0,100,0,0,0,0,0,8
BR,2,100,3557.9,35.579,0,0,0.121734,0,0,0,100,0,0,0,0,0,7
BR,2,100,3564.04,35.6404,0,0,0.120729,0,0,0,100,0,0,0,0,0,9
BR,2,100,3563.98,35.6398,0,0,0.116806,0,0,0,100,0,0,0,0,0,10
BR,2,100,3557.9,35.579,0,0,0.120883,0,0,0,100,0,0,0,0,0,11
BR,2,100,3570.17,35.7017,0,0,0.118304,0,0,0,100,0,0,0,0,0,12
BR,2,100,3557.9,35.579,0,0,0.117776,0,0,0,100,0,0,0,0,0,13
BR,2,100,3564.04,35.6404,24.9129,0.25,0.126374,2.63163,0,0,100,0,0,0,0,0,14
BR,2,100,3551.77,35.5177,0,0,0.120205,0,0,0,100,0,0,0,0,0,15
BR,2,100,2712.33,27.1233,34.023,0.5,0.126688,2.63163,0,0,75,25,0,0,0,0,16
BR,2,100,3570.17,35.7017,0,0,0.112174,0,0,0,100,0,0,0,0,0,17
BR,2,100,3570.17,35.7017,0,0,0.119541,0,0,0,100,0,0,0,0,0,18
BR,2,100,3570.17,35.7017,0,0,0.111414,0,0,0,100,0,0,0,0,0,19
BR,2,100,3557.9,35.579,24.9564,0.25,0.126997,2.63163,0,0,100,0,0,0,0,0,20
BR,2,100,3570.17,35.7017,0,0,0.103993,0,0,0,100,0,0,0,0,0,21
BR,2,100,3570.17,35.7017,0,0,0.112961,0,0,0,100,0,0,0,0,0,22
BR,2,100,3570.17,35.7017,0,0,0.0840629,0,0,0,100,0,0,0,0,0,24
BR,2,100,3557.9,35.579,24.9564,0.25,0.114051,2.63163,0,0,100,0,0,0,0,0,23
BR,2,100,3564.04,35.6404,0,0,0.118614,0,0,0,100,0,0,0,0,0,26
BR,2,100,3557.9,35.579,0,0,0.120609,0,0,0,100,0,0,0,0,0,25
BR,2,100,2706.2,27.062,0.921659,0.25,0.119715,2.63163,0,0,75,25,0,0,0,0,27
BR,2,100,3570.17,35.7017,0,0,0.120133,0,0,0,100,0,0,0,0,0,28
BR,2,100,3551.77,35.5177,25,0.25,0.128122,2.63163,0,0,100,0,0,0,0,0,29
BR,2,100,3551.77,35.5177,0,0,0.117603,0,0,0,100,0,0,0,0,0,30
BR,2,100,3564.04,35.6404,0,0,0.117769,0,0,0,100,0,0,0,0,0,31
BR,2,100,3564.04,35.6404,0,0,0.121789,0,0,0,100,0,0,0,0,0,32
BR,2,100,3570.17,35.7017,0,0,0.0758804,0,0,0,100,0,0,0,0,0,33
BR,1,5000,124854,24.9709,3.42343,0.034188,11.894,0.114898,0,0,2927.35,576.923,512.821,341.88,341.88,299.145,30
BR,2,500,17817.5,35.635,4.36364,0.0434783,0.747233,2.63163,0,0,500,0,0,0,0,0,3
BR,2,500,17076.6,34.1532,0.126542,0.0434783,0.800516,2.63163,0,0,478.261,0,21.7391,0,0,0,1
BR,2,500,17801.5,35.603,0,0,0.811073,0,0,0,500,0,0,0,0,0,2
BR,1,5000,125679,25.1357,4.26609,0.042735,14.2761,0.114898,0,0,2927.35,662.393,448.718,299.145,277.778,384.615,28
BR,2,500,17822.9,35.6457,4.33202,0.0434783,0.559116,2.63163,0,0,500,0,0,0,0,0,4
BR,1,5000,124978,24.9956,5.98077,0.0598291,13.6616,0.114899,0,0,2841.88,747.863,534.188,256.41,128.205,491.453,29
BR,2,500,17096.2,34.1924,8.67455,0.0869565,0.635866,1.40848,0,0,478.261,0,0,0,0,21.7391,7
BR,2,500,17822.9,35.6457,0,0,0.661749,0,0,0,500,0,0,0,0,0,6
BR,2,500,17806.8,35.6137,4.33596,0.0434783,0.715458,2.63163,0,0,500,0,0,0,0,0,5
BR,2,500,17822.9,35.6457,4.33202,0.0434783,0.766626,2.63163,0,0,500,0,0,0,0,0,8
BR,2,500,17185,34.37,8.72463,0.0869565,0.700198,1.53304,0,0,478.261,0,0,21.7391,0,0,10
BR,2,500,17828.2,35.6564,4.36099,0.0434783,0.78992,2.63163,0,0,500,0,0,0,0,0,9
BR,1,5000,128192,25.6384,2.1425,0.0213675,13.6927,0.114898,0,0,2927.35,769.231,534.188,320.513,277.778,170.94,32
BR,1,5000,117629,23.5257,6.40617,0.0641026,14.0206,0.114898,0,0,2670.94,576.923,705.128,299.145,341.88,405.983,31
BR,2,500,17806.8,35.6137,0,0,0.609365,0,0,0,500,0,0,0,0,0,11
BR,2,500,17812.2,35.6244,4.33465,0.0434783,0.716017,2.63163,0,0,500,0,0,0,0,0,12
BR,2,500,17168.2,34.3364,4.33728,0.0434783,0.775485,0.434881,0,0,478.261,0,0,21.7391,0,0,13
BR,2,500,17803,35.6061,4.33596,0.0434783,0.58248,2.63163,0,0,500,0,0,0,0,0,14
BR,2,500,17801.5,35.603,0,0,0.593202,0,0,0,500,0,0,0,0,0,17
BR,2,500,17071.6,34.1431,4.68354,0.0869565,0.597733,2.63163,0,0,478.261,21.7391,0,0,0,0,16
BR,2,500,17812.2,35.6244,0,0,0.781678,0,0,0,500,0,0,0,0,0,15
BR,2,500,17076.9,34.1538,4.68206,0.0869565,0.581984,2.63163,0,0,478.261,21.7391,0,0,0,0,20
BR,2,500,17801.5,35.603,0,0,0.63105,0,0,0,500,0,0,0,0,0,18
BR,2,500,17817.5,35.635,0,0,0.68425,0,0,0,500,0,0,0,0,0,19
BR,2,500,17822.9,35.6457,4.36231,0.0434783,0.664034,2.63163,0,0,500,0,0,0,0,0,21
BR,2,500,17112.3,34.2247,4.33333,0.0434783,0.654411,0.185545,0,0,478.261,0,0,0,0,21.7391,22
BR,1,5000,119457,23.8913,2.99467,0.0299145,12.7572,0.114898,0,0,2628.21,726.496,769.231,320.513,341.88,213.675,33
BR,2,500,17796.2,35.5924,4.33859,0.0434783,0.610686,2.63163,0,0,500,0,0,0,0,0,23
BR,2,500,17822.9,35.6457,0,0,0.645815,0,0,0,500,0,0,0,0,0,25
BR,2,500,17801.5,35.603,0,0,0.659667,0,0,0,500,0,0,0,0,0,24
BR,2,500,17822.9,35.6457,4.36231,0.0434783,0.702148,2.63163,0,0,500,0,0,0,0,0,26
BR,2,500,17801.5,35.603,4.36761,0.0434783,0.707693,2.63163,0,0,500,0,0,0,0,0,28
BR,2,500,17071.6,34.1431,0.126582,0.0434783,0.716257,2.63163,0,0,478.261,21.7391,0,0,0,0,27
BR,2,500,17801.5,35.603,4.33728,0.0434783,0.636666,2.63163,0,0,500,0,0,0,0,0,29
BR,2,500,17822.9,35.6457,0,0,0.573374,0,0,0,500,0,0,0,0,0,30
BR,2,500,17840.1,35.6802,4.35703,0.0434783,0.584777,2.63163,0,0,500,0,0,0,0,0,31
BR,2,500,17806.8,35.6137,0,0,0.576369,0,0,0,500,0,0,0,0,0,33
BR,2,500,17067.8,34.1355,0.126582,0.0434783,0.584076,2.63163,0,0,478.261,0,21.7391,0,0,0,32
BR,2,1000,34894.4,34.8944,0.0619099,0.0217391,1.41654,2.63163,0,0,978.261,0,21.7391,0,0,0,1
BR,2,1000,35619,35.619,8.70092,0.0869565,1.3867,2.63163,0,0,1000,0,0,0,0,0,3
BR,2,1000,34997.1,34.9971,4.34848,0.0434783,1.39777,1.52921,0,0,978.261,0,0,21.7391,0,0,5
BR,2,1000,35640.4,35.6404,4.34783,0.0434783,1.72582,2.63163,0,0,1000,0,0,0,0,0,2
BR,2,1000,35635,35.635,2.16667,0.0217391,1.31328,2.63163,0,0,1000,0,0,0,0,0,6
BR,2,1000,35640.4,35.6404,2.16634,0.0217391,1.65136,2.63163,0,0,1000,0,0,0,0,0,4
BR,2,1000,34226.5,34.2265,4.48361,0.0632411,1.54393,1.42535,0,0,956.522,21.7391,0,0,0,21.7391,7
BR,2,1000,35635,35.635,4.34848,0.0434783,1.37416,2.63163,0,0,1000,0,0,0,0,0,8
BR,2,1000,35635,35.635,2.16667,0.0217391,1.55797,2.63163,0,0,1000,0,0,0,0,0,9
BR,2,1000,35018.5,35.0185,4.36099,0.0434783,1.26816,1.53304,0,0,978.261,0,0,21.7391,0,0,10
BR,2,1000,34935.3,34.9353,4.34783,0.0434783,1.33915,1.41307,0,0,978.261,0,0,0,0,21.7391,12
BR,2,1000,34956.1,34.9561,4.33333,0.0434783,1.65234,1.45396,0,0,978.261,0,0,0,21.7391,0,11
BR,2,1000,34991.1,34.9911,2.16732,0.0217391,1.40663,0.434881,0,0,978.261,0,0,21.7391,0,0,13
BR,2,1000,35613.7,35.6137,0,0,1.39136,0,0,0,1000,0,0,0,0,0,15
BR,2,1000,35613.7,35.6137,2.18314,0.0217391,1.69968,2.63163,0,0,1000,0,0,0,0,0,14
BR,2,1000,34878.4,34.8784,2.27625,0.0434783,1.60838,2.63163,0,0,978.261,21.7391,0,0,0,0,16
BR,2,1000,35651,35.651,0,0,1.49388,0,0,0,1000,0,0,0,0,0,17
BR,2,1000,34914,34.914,4.36496,0.0434783,1.56355,1.40824,0,0,978.261,0,0,0,0,21.7391,18
BR,2,1000,35641.3,35.6413,0,0,1.43657,0,0,0,1000,0,0,0,0,0,19
BR,2,1000,35624.4,35.6244,2.18248,0.0217391,1.37911,2.63163,0,0,1000,0,0,0,0,0,23
BR,2,1000,34867.8,34.8678,2.27695,0.0434777,1.72237,2.63163,0,0,978.261,21.7391,0,0,0,0,20
BR,2,1000,35646.3,35.6463,2.16568,0.0217391,1.47286,2.63163,0,0,1000,0,0,0,0,0,21
BR,2,1000,35655,35.655,2.1805,0.0217391,1.41496,2.63163,0,0,1000,0,0,0,0,0,24
BR,2,1000,34224.5,34.2245,4.33333,0.0434783,1.75499,0.185438,0,0,956.522,0,0,0,0,43.4783,22
BR,2,1000,34194.8,34.1948,4.50255,0.0652174,1.3571,1.4209,0,0,956.522,21.7391,0,0,0,21.7391,27
