Cenario,Nos,EnergiaTotal_J,EnergiaMedia_J,PDR_Percent,JainIndex,TempoExec_s,LatenciaMedia_s,PerdasColisao,PerdasSinalFraco,DR0_SF12,DR1_SF11,DR2_SF10,DR3_SF9,DR4_SF8,DR5_SF7,Semente
1,5000,123674,24.7349,0.659902,0.0066,7096.49,0.114897,0,0,2811,695,553,358,253,330,28
2,2000,70540.2,35.2701,2.50347,0.0337278,740.912,2.10951,0,0,1974,9,6,3,2,6,4
2,2000,70592.8,35.2964,2.74446,0.0333638,968.743,1.97247,0,0,1976,6,3,1,4,10,5
2,2000,70883.3,35.4416,2.36785,0.0273473,881.843,2.12025,0,0,1985,2,3,0,3,7,6
2,2000,70608.9,35.3045,2.36029,0.0322238,678.484,2.2321,0,0,1976,10,6,3,1,4,7
1,5000,122359,24.4719,0.499936,0.005,6630.54,0.114897,0,0,2754,734,541,366,259,346,29
2,2000,70735.3,35.3676,2.28733,0.0261737,926.851,1.90386,0,0,1980,4,2,3,3,8,8
2,2000,70685.2,35.3426,2.2301,0.0296827,767.278,2.26414,0,0,1979,6,8,3,1,3,10
2,2000,70898.9,35.4494,1.78227,0.0231151,818.4,2.21715,0,0,1985,6,2,2,1,4,9
2,2000,70588.9,35.2944,1.73266,0.0265956,993.76,2.15505,0,0,1975,10,8,2,3,2,11
1,5000,123293,24.6586,0.759907,0.0076,6836.21,0.114897,0,0,2790,712,566,339,225,368,31
2,2000,70868.1,35.434,1.69602,0.022989,666.516,2.12779,0,0,1983,5,5,0,1,6,12
1,5000,123082,24.6164,0.660037,0.0066,7245.11,0.114897,0,0,2788,699,570,363,221,359,30
2,2000,71117.9,35.559,1.69367,0.0201513,854.947,2.21256,0,0,1991,1,2,1,3,2,13
1,5000,123402,24.6803,0.679993,0.0068,7204.09,0.114897,0,0,2788,709,584,358,209,352,32
1,5000,122927,24.5854,0.660085,0.0066,7038.03,0.114897,0,0,2790,690,567,368,225,360,33
2,2000,70753.4,35.3767,2.00413,0.0259051,792.924,2.16462,0,0,1982,9,1,3,2,3,15
2,2000,70512.2,35.2561,1.67402,0.0250465,859.26,1.83503,0,0,1973,13,3,0,4,7,14
2,2000,70623.8,35.3119,2.25056,0.0295979,840.421,2.05481,0,0,1976,7,6,3,3,5,16
2,2000,70677.2,35.3386,1.96829,0.0271145,963.754,2.15992,0,0,1979,9,4,4,1,3,17
2,2000,70753.7,35.3768,1.99596,0.02571,871.892,2.08435,0,0,1981,8,2,1,0,8,18
2,2000,70952.7,35.4764,2.34637,0.0299276,770.259,2.32645,0,0,1986,5,3,1,2,3,21
2,2000,70747.7,35.3738,2.24431,0.0284982,919.17,2.09475,0,0,1980,6,4,1,2,7,19
2,2000,70710.9,35.3554,2.42825,0.0307316,924.642,2.20161,0,0,1980,10,1,4,3,2,20
2,2000,70767.3,35.3837,2.32104,0.030642,867.034,2.16277,0,0,1980,5,6,1,1,7,22
2,2000,70879.6,35.4398,2.0507,0.0254075,848.707,2.15658,0,0,1984,5,3,0,1,7,24
2,2000,70948.3,35.4741,1.95672,0.0248724,971.393,2.38286,0,0,1987,5,4,0,1,3,23
2,2000,70836.1,35.418,1.79948,0.0221573,729.186,1.99399,0,0,1983,5,2,6,0,4,25
2,2000,70690.5,35.3453,2.31078,0.0284768,879.002,1.96044,0,0,1979,6,2,2,4,7,26
2,2000,70907.9,35.4539,2.38814,0.0288284,898.355,2.28423,0,0,1985,4,4,2,1,4,27
2,2000,70662.4,35.3312,2.35758,0.0302738,868.468,2.07297,0,0,1977,6,6,2,1,8,28
2,2000,70730.4,35.3652,2.10639,0.0264281,733.559,1.94362,0,0,1979,4,5,1,2,9,30
2,2000,70687,35.3435,1.45902,0.0201911,789.525,1.88004,0,0,1980,9,2,0,0,9,29
2,2000,70361.2,35.1806,2.44252,0.0324205,883.155,1.7989,0,0,1969,7,7,3,2,12,31
2,2000,70732.5,35.3663,2.36971,0.0289437,846.085,2.13374,0,0,1980,7,3,3,2,5,33
2,2000,70643.2,35.3216,2.10574,0.0286973,944.815,2.12801,0,0,1977,8,6,3,2,4,32
2,5000,177183,35.4366,1.71123,0.0234167,6354.02,1.85943,0,0,4949,15,8,7,5,16,8
2,5000,177249,35.4498,1.98062,0.0285415,7317.3,2.06898,0,0,4951,18,8,1,4,18,1
2,5000,177537,35.5075,1.92869,0.027123,6858.42,2.08357,0,0,4957,7,14,2,4,16,6
2,5000,177186,35.4371,1.88927,0.0272885,7148.46,1.97723,0,0,4946,17,11,4,8,14,2
2,5000,176895,35.3791,1.69177,0.0254897,7133.05,1.85306,0,0,4941,17,14,6,5,17,3
2,5000,177056,35.4111,2.24392,0.0296288,7087.86,1.90975,0,0,4945,17,4,6,5,23,5
2,5000,177136,35.4273,1.87211,0.0262587,6973.49,1.975,0,0,4947,17,10,6,7,13,7
2,5000,177628,35.5256,1.82827,0.0248339,6941.25,2.19291,0,0,4963,11,9,4,3,10,9
2,5000,176580,35.316,1.86459,0.0301697,7266.74,1.96762,0,0,4929,23,22,6,4,16,4
2,5000,176929,35.3857,2.06553,0.0306056,7294.2,2.0856,0,0,4939,24,13,7,9,8,10
2,5000,177007,35.4015,1.92645,0.0273016,6988.33,1.91659,0,0,4942,23,6,7,5,17,15
2,5000,177561,35.5121,1.46543,0.0206209,7145.41,1.95192,0,0,4959,12,8,5,3,13,13
2,5000,177114,35.4228,1.5715,0.0231118,7099.33,1.89636,0,0,4945,19,12,0,11,13,14
2,5000,177239,35.4478,1.93555,0.0288699,7313.12,2.13833,0,0,4950,14,16,0,6,14,12
2,5000,176990,35.398,1.84637,0.0299535,7525.97,2.19207,0,0,4942,20,21,2,7,8,11
2,5000,177173,35.4345,1.80033,0.0256457,7316.92,2.04338,0,0,4951,14,12,4,7,12,16
2,5000,177309,35.4618,1.72968,0.0253633,7328.29,2.05703,0,0,4950,13,16,6,1,14,17
2,5000,177155,35.431,1.61328,0.0235823,7321.93,1.9454,0,0,4948,22,7,2,6,15,18
2,5000,177524,35.5049,1.91088,0.0262298,6828.5,2.15937,0,0,4960,13,8,4,5,10,21
2,5000,177326,35.4652,1.81609,0.0258049,7278.14,2.10093,0,0,4953,16,11,2,2,16,19
2,5000,176962,35.3923,1.80984,0.0266344,7166.11,1.95446,0,0,4943,22,9,7,4,15,20
2,5000,177264,35.4527,2.09078,0.0280138,6961.11,2.00887,0,0,4951,12,10,2,5,20,24
2,5000,177046,35.4092,2.23839,0.0319427,7162.99,2.01003,0,0,4941,14,16,3,7,19,22
2,5000,177001,35.4002,1.93539,0.0265414,7052.91,1.84436,0,0,4943,12,12,12,6,15,25
2,5000,177374,35.4748,1.81399,0.027126,7422.34,2.15728,0,0,4954,12,16,3,4,11,23
2,5000,177080,35.416,1.74149,0.0244373,7185.08,1.91974,0,0,4947,18,9,4,6,16,26
2,5000,177536,35.5073,1.82778,0.0266811,7253.48,2.29465,0,0,4959,21,7,3,4,6,27
2,5000,177135,35.427,1.88318,0.0273379,5185.3,1.99457,0,0,4946,17,12,3,7,15,30
2,5000,177288,35.4576,1.66502,0.0247056,5532.31,1.96737,0,0,4951,12,14,2,4,17,28
2,5000,176815,35.3631,2.06708,0.0292487,5261.67,1.86592,0,0,4937,17,13,5,5,23,31
2,5000,177258,35.4517,1.75501,0.0244888,5257.79,1.87655,0,0,4948,12,12,6,6,16,32
2,5000,177145,35.4289,1.64415,0.0252182,5381.99,2.04753,0,0,4948,22,10,2,1,17,29
2,5000,176897,35.3794,1.97357,0.0280358,5081.33,2.00517,0,0,4942,21,11,5,5,16,33
