Regiao,Cenario,Nos,EnergiaTotalExt_J,EnergiaMedia_J,PDR_Percent,JainIndex,TempoExec_s,LatenciaMedia_s,PerdasColisaoExt,PerdasSinalFracoExt,PerdasSaturacaoExt,DR0_SF12,DR1_SF11,DR2_SF10,DR3_SF9,DR4_SF8,DR5_SF7,Semente
BR_64CH,1,2000,599588,299.794,82.4979,0.87478,1143.38,1.76069,50227,0,0,1126,274,226,130,93,151,17
BR_64CH,1,2000,598801,299.4,82.1077,0.869322,948.208,1.75047,51351,0,0,1109,303,223,135,83,147,19
BR_64CH,1,2000,598824,299.412,82.3004,0.871277,1082.22,1.7411,50798,0,0,1112,291,236,135,96,130,21
BR_64CH,1,2000,591514,295.757,82.7609,0.874479,1003.48,1.74634,49474,0,0,1080,321,222,156,83,138,23
BR_64CH,1,2000,613083,306.541,81.2439,0.863277,1199.74,1.78081,53830,0,0,1159,288,194,123,93,143,20
BR_64CH,1,2000,594826,297.413,83.7103,0.884724,1093.1,1.73865,46753,0,0,1099,305,216,144,85,151,24
BR_64CH,1,2000,593697,296.848,83.4667,0.881485,1157.08,1.73839,47450,0,0,1091,303,248,134,84,140,22
BR_64CH,1,2000,595865,297.933,82.9468,0.87789,1008.66,1.76176,48941,0,0,1106,289,239,132,89,145,26
BR_64CH,1,2000,601739,300.87,83.7673,0.887568,1011.76,1.76792,46586,0,0,1122,291,229,124,92,142,27
BR_64CH,1,2000,599086,299.543,82.8152,0.876705,1202.13,1.75492,49321,0,0,1119,285,218,142,105,131,25
BR_64CH,1,2000,599479,299.74,82.834,0.877666,974.116,1.74028,49260,0,0,1132,264,216,141,109,138,28
BR_64CH,1,2000,599150,299.575,82.641,0.875565,866.563,1.76462,49819,0,0,1119,278,234,147,100,122,29
BR_64CH,1,2000,596563,298.282,82.5741,0.87477,939.407,1.74423,50016,0,0,1120,262,245,139,89,145,32
BR_64CH,1,2000,598321,299.161,82.2062,0.872184,1074.49,1.76471,51072,0,0,1122,276,225,125,109,143,31
BR_64CH,1,2000,600839,300.419,83.3724,0.883096,984.142,1.7568,47720,0,0,1122,286,224,137,101,130,33
BR_64CH,1,2000,596707,298.354,82.1659,0.869331,1142.59,1.73813,51184,0,0,1114,275,237,149,96,129,30
BR_64CH,1,5000,1.48584e+06,297.167,41.2948,0.471292,7004.2,1.69384,421186,0,0,2784,688,537,360,237,394,1
BR_64CH,1,5000,1.50497e+06,300.995,41.9583,0.477507,7048.94,1.66743,416468,0,0,2808,738,528,327,228,371,2
BR_64CH,1,5000,1.49634e+06,299.267,41.7407,0.475577,7902.72,1.6785,418000,0,0,2808,698,515,371,225,383,4
BR_64CH,1,5000,1.49105e+06,298.209,41.9895,0.477192,7490.3,1.6557,416210,0,0,2780,722,512,400,222,364,7
BR_64CH,1,5000,1.51237e+06,302.475,40.3362,0.462974,7597.19,1.72022,428089,0,0,2827,731,529,355,224,334,9
BR_64CH,1,5000,1.48933e+06,297.866,41.9259,0.477113,8406.76,1.67241,416682,0,0,2758,736,581,351,205,369,3
BR_64CH,1,5000,1.50372e+06,300.743,41.0758,0.469295,8152.75,1.68392,422791,0,0,2811,711,553,364,209,352,8
BR_64CH,1,5000,1.50881e+06,301.761,41.4774,0.47306,8627.69,1.67892,419890,0,0,2825,714,547,346,209,359,5
BR_64CH,1,5000,1.48353e+06,296.705,41.7044,0.474551,8413.81,1.67169,418317,0,0,2743,744,544,386,243,340,6
BR_64CH,1,5000,1.51953e+06,303.905,40.7128,0.466642,7739.87,1.70113,425411,0,0,2852,725,511,349,217,346,10
BR_64CH,1,5000,1.48834e+06,297.667,41.9677,0.477195,7902.36,1.66834,416376,0,0,2754,741,572,362,202,369,11
BR_64CH,1,5000,1.52011e+06,304.023,40.4845,0.46392,6595.41,1.72266,426976,0,0,2847,720,555,352,193,333,14
BR_64CH,1,5000,1.49757e+06,299.514,41.4684,0.472853,7615.49,1.68234,419928,0,0,2802,709,547,320,255,367,12
BR_64CH,1,5000,1.49408e+06,298.817,41.4973,0.472984,7952.67,1.68243,419714,0,0,2780,722,567,352,219,360,15
BR_64CH,1,5000,1.50386e+06,300.773,40.7896,0.466533,7809.12,1.70213,424842,0,0,2802,727,560,349,221,341,16
BR_64CH,1,5000,1.50139e+06,300.278,41.6913,0.474299,8600.29,1.6874,418367,0,0,2788,753,524,361,254,320,13
BR_64CH,1,5000,1.50292e+06,300.584,41.8461,0.476759,7762.2,1.67818,417254,0,0,2807,722,542,347,222,360,17
BR_64CH,1,5000,1.4947e+06,298.94,41.4959,0.47243,7802.92,1.69052,419786,0,0,2784,702,608,338,210,358,18
BR_64CH,1,5000,1.51426e+06,302.851,41.2663,0.472507,7384.49,1.68606,421388,0,0,2841,714,545,322,211,367,20
BR_64CH,1,5000,1.49072e+06,298.143,42.0286,0.477873,7932.91,1.66591,415948,0,0,2759,737,583,356,227,338,21
BR_64CH,1,5000,1.49514e+06,299.028,42.4659,0.481961,8539.94,1.65449,412824,0,0,2778,734,561,345,211,371,19
BR_64CH,1,5000,1.50357e+06,300.714,41.8291,0.476626,6916.71,1.67107,417374,0,0,2812,711,558,325,249,345,25
BR_64CH,1,5000,1.46851e+06,293.702,43.5016,0.490393,8174.66,1.61699,405420,0,0,2721,713,563,375,232,396,22
BR_64CH,1,5000,1.48431e+06,296.862,41.9006,0.47574,7968.88,1.6702,416883,0,0,2740,749,571,364,199,377,23
BR_64CH,1,5000,1.49393e+06,298.786,41.7399,0.47407,7641.92,1.67642,418017,0,0,2773,735,562,353,219,358,24
BR_64CH,1,5000,1.49259e+06,298.517,41.9466,0.477111,8080.6,1.67023,416523,0,0,2778,709,584,363,221,345,26
BR_64CH,1,5000,1.49403e+06,298.807,41.6601,0.474744,8544.93,1.66657,418587,0,0,2781,717,575,339,237,351,27
BR_64CH,1,5000,1.50055e+06,300.11,41.0112,0.468537,6956.12,1.68689,423263,0,0,2811,695,553,358,253,330,28
BR_64CH,1,5000,1.48473e+06,296.946,42.1284,0.478631,6333.62,1.65676,415224,0,0,2754,734,541,366,259,346,29
BR_64CH,1,5000,1.49322e+06,298.645,41.7396,0.475767,6704.74,1.67407,418039,0,0,2788,699,570,363,221,359,30
BR_64CH,1,5000,1.49642e+06,299.285,42.2262,0.479833,6173.96,1.64986,414531,0,0,2788,709,584,358,209,352,32
BR_64CH,1,5000,1.49552e+06,299.103,41.4402,0.47225,6365.9,1.67421,420141,0,0,2790,712,566,339,225,368,31
BR_64CH,1,5000,1.49196e+06,298.392,42.489,0.482084,6052.39,1.64722,412632,0,0,2790,690,567,368,225,360,33
